기기명,시리즈,모델,용량,제품상태,가격
아이폰XR 128GB,아이폰xr,기본,128GB,중,295000
아이폰13 256GB,아이폰13,기본,256GB,중,805000
아이폰11프로 512GB,아이폰11,프로,512GB,중,550000
아이폰8 64GB,아이폰8,기본,64GB,중,160000
아이폰11 64GB,아이폰11,기본,64GB,중,330000
아이폰11프로 256GB,아이폰11,프로,256GB,중,530000
아이폰11 128GB,아이폰11,기본,128GB,중,435000
아이폰11프로맥스 256GB,아이폰11,프로맥스,256GB,중,590000
아이폰8플러스 256GB,아이폰8,플러스,256GB,중,299000
아이폰12 미니 128GB,아이폰12,미니,128GB,중,375000
아이폰12 미니 128GB,아이폰12,미니,128GB,중,400000
아이폰7 128GB,아이폰7,기본,128GB,중,105000
아이폰SE (2022) 256GB,아이폰SE,2022,256GB,중,355000
아이폰8 256GB,아이폰8,기본,256GB,중,160000
아이폰SE (2020) 64GB,아이폰SE,2020,64GB,중,139000
아이폰12 프로 128GB,아이폰12,프로,128GB,중,515000
아이폰SE (2022) 256GB,아이폰SE,2022,256GB,중,385000
아이폰6 16GB,아이폰6,기본,16GB,중,94000
아이폰12 프로 128GB,아이폰12,프로,128GB,중,898000
아이폰11프로 64GB,아이폰11,프로,64GB,중,430000
아이폰SE (2022) 256GB,아이폰SE,2022,256GB,중,450000
아이폰11프로맥스 512GB,아이폰11,프로맥스,512GB,중,630000
아이폰12 프로 256GB,아이폰12,프로,256GB,중,643000
아이폰XR 128GB,아이폰xr,기본,128GB,중,282000
아이폰13 미니 128GB,아이폰13,미니,128GB,중,555000
아이폰12 프로 맥스 128GB,아이폰12,프로맥스,128GB,상,787000
아이폰12 프로 128GB,아이폰12,프로,128GB,중,576000
아이폰8 64GB,아이폰8,기본,64GB,상,166000
아이폰12 미니 128GB,아이폰12,미니,128GB,중,376000
아이폰12 128GB,아이폰12,기본,128GB,중,366000
아이폰11 128GB,아이폰11,기본,128GB,중,376000
아이폰SE (2020) 64GB,아이폰SE,2020,64GB,상,218000
아이폰11 128GB,아이폰11,기본,128GB,중,387000
아이폰12 미니 256GB,아이폰12,미니,256GB,상,418000
아이폰7플러스 128GB,아이폰7,플러스,128GB,중,208000
아이폰13 미니 128GB,아이폰13,미니,128GB,중,566000
아이폰12 프로 맥스 256GB,아이폰12,프로맥스,256GB,상,829000
아이폰11 128GB,아이폰11,기본,128GB,중,450000
아이폰12 미니 128GB,아이폰12,미니,128GB,중,395000
아이폰12 미니 128GB,아이폰12,미니,128GB,중,395000
아이폰13 프로 128GB,아이폰13,프로,128GB,중,750000
아이폰X 64GB,아이폰X,기본,64GB,중,239000
아이폰8 64GB,아이폰8,기본,64GB,중,166000
아이폰6 플러스 16GB,아이폰6,플러스,16GB,상,125000
아이폰12 프로 512GB,아이폰12,프로,512GB,상,800000
아이폰SE (2020) 128GB,아이폰SE,2020,128GB,상,280000
아이폰6s 128GB,아이폰6,기본,128GB,상,130000
아이폰11 128GB,아이폰11,기본,128GB,상,513000
아이폰12 64GB,아이폰12,기본,64GB,중,482000
아이폰12 프로 128GB,아이폰12,프로,128GB,중,566000
아이폰12 프로 맥스 256GB,아이폰12,프로맥스,256GB,중,740000
아이폰12 프로 맥스 256GB,아이폰12,프로맥스,256GB,상,790000
아이폰Xs 맥스 64GB,아이폰xs,맥스,64GB,상,397000
아이폰11프로 64GB,아이폰11,프로,64GB,중,387000
아이폰12 128GB,아이폰12,기본,128GB,중,558000
아이폰Xs 맥스 256GB,아이폰xs,맥스,256GB,상,450000
아이폰Xs 256GB,아이폰xs,기본,256GB,중,250000
아이폰SE (2020) 128GB,아이폰SE,2020,128GB,중,225000
아이폰8플러스 64GB,아이폰8,플러스,64GB,중,248000
아이폰12 미니 64GB,아이폰12,미니,64GB,중,410000
아이폰12 미니 128GB,아이폰12,미니,128GB,중,410000
아이폰X 256GB,아이폰X,기본,256GB,중,220000
아이폰12 프로 128GB,아이폰12,프로,128GB,중,711000
아이폰11 128GB,아이폰11,기본,128GB,중,445000
아이폰12 64GB,아이폰12,기본,64GB,중,607000
아이폰12 프로 맥스 128GB,아이폰12,프로맥스,128GB,중,861000
아이폰12 프로 맥스 256GB,아이폰12,프로맥스,256GB,중,800000
아이폰SE (2020) 64GB,아이폰SE,2020,64GB,중,187000
아이폰11 64GB,아이폰11,기본,64GB,중,337000
아이폰12 미니 128GB,아이폰12,미니,128GB,중,403000
아이폰14플러스 128GB,아이폰14,플러스,128GB,상,1070000
아이폰11프로 256GB,아이폰11,프로,256GB,중,618000
아이폰11 64GB,아이폰11,기본,64GB,중,422000
아이폰12 미니 128GB,아이폰12,미니,128GB,중,375000
아이폰13 128GB,아이폰13,기본,128GB,중,709000
아이폰11프로 256GB,아이폰11,프로,256GB,중,439000
아이폰13 프로 256GB,아이폰13,프로,256GB,상,1000000
아이폰12 프로 맥스 512GB,아이폰12,프로맥스,512GB,중,950000
아이폰13 프로 맥스 256GB,아이폰13,프로맥스,256GB,중,1150000
아이폰12 프로 128GB,아이폰12,프로,128GB,중,630000
아이폰SE (2020) 64GB,아이폰SE,2020,64GB,중,146000
아이폰12 프로 128GB,아이폰12,프로,128GB,상,620000
아이폰12 프로 맥스 128GB,아이폰12,프로맥스,128GB,중,800000
아이폰12 미니 256GB,아이폰12,미니,256GB,중,468000
아이폰11 128GB,아이폰11,기본,128GB,중,537000
아이폰13 프로 256GB,아이폰13,프로,256GB,상,1060000
아이폰12 미니 256GB,아이폰12,미니,256GB,상,529000
아이폰8 64GB,아이폰8,기본,64GB,상,149000
아이폰13 프로 256GB,아이폰13,프로,256GB,상,1050000
아이폰8 64GB,아이폰8,기본,64GB,중,184000
아이폰8 64GB,아이폰8,기본,64GB,중,184000
아이폰12 128GB,아이폰12,기본,128GB,상,576000
아이폰SE (2020) 64GB,아이폰SE,2020,64GB,중,180000
아이폰13 프로 256GB,아이폰13,프로,256GB,중,980000
아이폰Xs 맥스 256GB,아이폰xs,맥스,256GB,중,390000
아이폰X 64GB,아이폰X,기본,64GB,하,160000
아이폰13 프로 512GB,아이폰13,프로,512GB,중,1110000
아이폰13 프로 128GB,아이폰13,프로,128GB,상,930000
아이폰12 프로 256GB,아이폰12,프로,256GB,중,660000
아이폰11 128GB,아이폰11,기본,128GB,중,366000
아이폰12 미니 128GB,아이폰12,미니,128GB,중,376000
아이폰11 128GB,아이폰11,기본,128GB,중,334000
아이폰12 미니 128GB,아이폰12,미니,128GB,중,390000
아이폰6 64GB,아이폰6,기본,64GB,중,80000
아이폰12 미니 64GB,아이폰12,미니,64GB,중,320000
아이폰8 64GB,아이폰8,기본,64GB,중,135000
아이폰12 프로 128GB,아이폰12,프로,128GB,중,680000
아이폰11 128GB,아이폰11,기본,128GB,중,470000
아이폰11프로 256GB,아이폰11,프로,256GB,상,600000
아이폰14플러스 256GB,아이폰14,플러스,256GB,상,1160000
아이폰13 256GB,아이폰13,기본,256GB,상,800000
아이폰12 미니 128GB,아이폰12,미니,128GB,중,360000
아이폰13 프로 128GB,아이폰13,프로,128GB,상,1000000
아이폰6s 플러스 64GB,아이폰6s,플러스,64GB,중,180000
아이폰13 미니 128GB,아이폰13,미니,128GB,중,580000
아이폰13 미니 256GB,아이폰13,미니,256GB,중,620000
아이폰13 프로 1TB,아이폰13,프로,1TB,상,1250000
아이폰13 프로 256GB,아이폰13,프로,256GB,상,1100000
아이폰13 미니 128GB,아이폰13,미니,128GB,상,690000
아이폰13 프로 맥스 128GB,아이폰13,프로맥스,128GB,상,1100000
아이폰12 프로 256GB,아이폰12,프로,256GB,하,520000
아이폰Xs 256GB,아이폰xs,기본,256GB,중,211000
아이폰X 64GB,아이폰X,기본,64GB,중,223000
아이폰8플러스 256GB,아이폰8,플러스,256GB,중,295000
아이폰12 프로 256GB,아이폰12,프로,256GB,상,635000
아이폰8플러스 64GB,아이폰8,플러스,64GB,하,195000
아이폰7 128GB,아이폰7,기본,128GB,중,173000
아이폰12 프로 128GB,아이폰12,프로,128GB,상,576000
아이폰12 128GB,아이폰12,기본,128GB,중,677000
아이폰11 128GB,아이폰11,기본,128GB,중,376000
아이폰12 128GB,아이폰12,기본,128GB,중,653000
아이폰12 미니 128GB,아이폰12,미니,128GB,중,376000
아이폰12 128GB,아이폰12,기본,128GB,중,584000
아이폰12 128GB,아이폰12,기본,128GB,중,366000
아이폰12 프로 맥스 128GB,아이폰12,프로맥스,128GB,중,766000
아이폰11 128GB,아이폰11,기본,128GB,중,334000
아이폰14프로맥스 128GB,아이폰14,프로맥스,128GB,상,1850000
아이폰12 프로 맥스 256GB,아이폰12,프로맥스,256GB,상,829000
아이폰SE (2020) 64GB,아이폰SE,2020,64GB,중,202000
아이폰7플러스 128GB,아이폰7,플러스,128GB,중,208000
아이폰11프로 64GB,아이폰11,프로,64GB,중,418000
아이폰13 미니 128GB,아이폰13,미니,128GB,중,566000
아이폰12 프로 128GB,아이폰12,프로,128GB,중,555000
아이폰11 128GB,아이폰11,기본,128GB,중,387000
아이폰12 미니 128GB,아이폰12,미니,128GB,중,376000
아이폰12 128GB,아이폰12,기본,128GB,중,471000
아이폰12 128GB,아이폰12,기본,128GB,중,471000
아이폰11프로 64GB,아이폰11,프로,64GB,상,419000
아이폰11 128GB,아이폰11,기본,128GB,중,366000
아이폰XR 64GB,아이폰xr,기본,64GB,중,239000
아이폰12 미니 128GB,아이폰12,미니,128GB,중,376000
아이폰12 미니 64GB,아이폰12,미니,64GB,중,300000
아이폰8 64GB,아이폰8,기본,64GB,중,166000
아이폰8플러스 64GB,아이폰8,플러스,64GB,중,208000
아이폰11프로맥스 256GB,아이폰11,프로맥스,256GB,중,608000
아이폰X 64GB,아이폰X,기본,64GB,중,155000
아이폰12 미니 128GB,아이폰12,미니,128GB,중,366000
아이폰SE (2020) 64GB,아이폰SE,2020,64GB,상,218000
아이폰13 프로 맥스 256GB,아이폰13,프로맥스,256GB,중,1103000
아이폰X 256GB,아이폰X,기본,256GB,상,282000
아이폰11프로 256GB,아이폰11,프로,256GB,상,450000
아이폰7 128GB,아이폰7,기본,128GB,중,134000
아이폰12 프로 128GB,아이폰12,프로,128GB,중,566000
아이폰XR 128GB,아이폰xr,기본,128GB,중,282000
아이폰8 64GB,아이폰8,기본,64GB,상,166000
아이폰X 256GB,아이폰X,기본,256GB,중,271000
아이폰X 64GB,아이폰X,기본,64GB,중,239000
아이폰12 프로 128GB,아이폰12,프로,128GB,중,555000
아이폰12 프로 맥스 128GB,아이폰12,프로맥스,128GB,상,787000
아이폰12 프로 맥스 128GB,아이폰12,프로맥스,128GB,중,618000
아이폰SE (2020) 64GB,아이폰SE,2020,64GB,중,192000
아이폰SE (2020) 64GB,아이폰SE,2020,64GB,상,197000
아이폰12 128GB,아이폰12,기본,128GB,중,460000
아이폰12 미니 256GB,아이폰12,미니,256GB,상,418000
아이폰12 미니 128GB,아이폰12,미니,128GB,중,292000
아이폰11프로맥스 64GB,아이폰11,프로맥스,64GB,상,500000
아이폰12 미니 128GB,아이폰12,미니,128GB,중,330000
아이폰12 프로 128GB,아이폰12,프로,128GB,중,590000
아이폰12 프로 256GB,아이폰12,프로,256GB,중,650000
아이폰12 프로 128GB,아이폰12,프로,128GB,중,670000
아이폰14플러스 256GB,아이폰14,플러스,256GB,상,1100000
아이폰12 프로 128GB,아이폰12,프로,128GB,중,480000
아이폰12 프로 맥스 256GB,아이폰12,프로맥스,256GB,중,790000
아이폰11 128GB,아이폰11,기본,128GB,중,350000
아이폰8플러스 64GB,아이폰8,플러스,64GB,중,210000
아이폰11 128GB,아이폰11,기본,128GB,상,430000
아이폰12 미니 64GB,아이폰12,미니,64GB,하,246000
아이폰12 프로 256GB,아이폰12,프로,256GB,중,646000
아이폰12 프로 128GB,아이폰12,프로,128GB,중,586000
아이폰13 미니 256GB,아이폰13,미니,256GB,중,555000
아이폰13 미니 256GB,아이폰13,미니,256GB,중,555000
아이폰12 미니 128GB,아이폰12,미니,128GB,중,345000
아이폰13 128GB,아이폰13,기본,128GB,중,580000
아이폰12 미니 256GB,아이폰12,미니,256GB,중,350000
아이폰13 미니 256GB,아이폰13,미니,256GB,중,560000
아이폰13 미니 128GB,아이폰13,미니,128GB,중,530000
아이폰13 미니 128GB,아이폰13,미니,128GB,중,550000
아이폰SE (2022) 128GB,아이폰SE,2022,128GB,상,385000
아이폰13 미니 128GB,아이폰13,미니,128GB,중,550000
아이폰SE (2022) 128GB,아이폰SE,2022,128GB,상,365000
아이폰SE (2020) 128GB,아이폰SE,2020,128GB,중,127000
아이폰11프로 64GB,아이폰11,프로,64GB,하,289000
아이폰SE (2022) 64GB,아이폰SE,2022,64GB,상,295000
아이폰Xs 맥스 256GB,아이폰xs,맥스,256GB,중,359000
아이폰11프로 64GB,아이폰11,프로,64GB,중,425000
아이폰12 프로 256GB,아이폰12,프로,256GB,중,562000
아이폰13 프로 맥스 1TB,아이폰13,프로맥스,1TB,중,1299000
아이폰11프로 64GB,아이폰11,프로,64GB,중,390000
아이폰12 미니 128GB,아이폰12,미니,128GB,중,358000
아이폰12 프로 256GB,아이폰12,프로,256GB,중,700000
아이폰13 128GB,아이폰13,기본,128GB,중,625000
아이폰13 프로 128GB,아이폰13,프로,128GB,하,599000
아이폰SE (2020) 128GB,아이폰SE,2020,128GB,상,228000
아이폰13 미니 128GB,아이폰13,미니,128GB,상,820000
아이폰12 미니 128GB,아이폰12,미니,128GB,상,400000
아이폰11 128GB,아이폰11,기본,128GB,중,330000
아이폰12 프로 256GB,아이폰12,프로,256GB,중,660000
아이폰12 미니 128GB,아이폰12,미니,128GB,중,370000
아이폰13 프로 128GB,아이폰13,프로,128GB,상,930000
아이폰13 미니 128GB,아이폰13,미니,128GB,중,369000
아이폰13 128GB,아이폰13,기본,128GB,상,685000
아이폰XR 64GB,아이폰xr,기본,64GB,중,210000
아이폰11프로 256GB,아이폰11,프로,256GB,상,510000
아이폰12 프로 맥스 256GB,아이폰12,프로맥스,256GB,상,790000
아이폰12 프로 맥스 256GB,아이폰12,프로맥스,256GB,상,780000
아이폰13 프로 256GB,아이폰13,프로,256GB,상,950000
아이폰SE (2020) 64GB,아이폰SE,2020,64GB,중,148000
아이폰Xs 256GB,아이폰xs,기본,256GB,하,280000
아이폰12 프로 256GB,아이폰12,프로,256GB,하,460000
아이폰7 32GB,아이폰7,기본,32GB,중,95000
아이폰SE (2022) 256GB,아이폰SE,2022,256GB,중,406000
아이폰13 미니 128GB,아이폰13,미니,128GB,상,570000
아이폰11프로 256GB,아이폰11,프로,256GB,하,400000
아이폰13 미니 256GB,아이폰13,미니,256GB,중,690000
아이폰11프로 256GB,아이폰11,프로,256GB,중,420000
아이폰13 프로 1TB,아이폰13,프로,1TB,상,1350000
아이폰13 프로 256GB,아이폰13,프로,256GB,중,1020000
아이폰12 프로 128GB,아이폰12,프로,128GB,중,720000
아이폰12 프로 512GB,아이폰12,프로,512GB,상,910000
아이폰12 프로 맥스 512GB,아이폰12,프로맥스,512GB,중,990000
아이폰13 미니 128GB,아이폰13,미니,128GB,상,690000
아이폰12 미니 64GB,아이폰12,미니,64GB,중,320000
아이폰12 미니 128GB,아이폰12,미니,128GB,중,430000
아이폰12 미니 128GB,아이폰12,미니,128GB,중,410000
아이폰12 미니 128GB,아이폰12,미니,128GB,중,410000
아이폰13 프로 맥스 256GB,아이폰13,프로맥스,256GB,상,1250000
아이폰12 프로 256GB,아이폰12,프로,256GB,중,632000
아이폰14플러스 128GB,아이폰14,플러스,128GB,상,1050000
아이폰12 128GB,아이폰12,기본,128GB,상,530000
아이폰12 128GB,아이폰12,기본,128GB,중,502000
아이폰SE (2020) 64GB,아이폰SE,2020,64GB,중,187000
아이폰12 미니 128GB,아이폰12,미니,128GB,중,387000
아이폰12 128GB,아이폰12,기본,128GB,중,492000
아이폰12 128GB,아이폰12,기본,128GB,중,503000
아이폰12 미니 128GB,아이폰12,미니,128GB,중,387000
아이폰11 128GB,아이폰11,기본,128GB,중,387000
아이폰12 128GB,아이폰12,기본,128GB,중,492000
아이폰11 64GB,아이폰11,기본,64GB,중,366000
아이폰12 프로 128GB,아이폰12,프로,128GB,상,630000
아이폰11프로 256GB,아이폰11,프로,256GB,상,533000
아이폰12 미니 128GB,아이폰12,미니,128GB,중,400000
아이폰SE (2020) 128GB,아이폰SE,2020,128GB,중,174000
아이폰11 128GB,아이폰11,기본,128GB,상,425000
아이폰13 프로 맥스 256GB,아이폰13,프로맥스,256GB,중,1255000
아이폰XR 128GB,아이폰xr,기본,128GB,중,270000
아이폰Xs 64GB,아이폰xs,기본,64GB,중,364000
아이폰Xs 64GB,아이폰xs,기본,64GB,중,364000
아이폰13 프로 256GB,아이폰13,프로,256GB,중,1162000
아이폰12 프로 128GB,아이폰12,프로,128GB,상,838000
아이폰XR 64GB,아이폰xr,기본,64GB,중,283000
아이폰8플러스 64GB,아이폰8,플러스,64GB,중,225000
아이폰12 미니 128GB,아이폰12,미니,128GB,중,415000
아이폰12 미니 128GB,아이폰12,미니,128GB,중,445000
아이폰13 프로 128GB,아이폰13,프로,128GB,상,1147000
아이폰12 미니 128GB,아이폰12,미니,128GB,중,433000
아이폰SE (2020) 64GB,아이폰SE,2020,64GB,중,190000
아이폰12 256GB,아이폰12,기본,256GB,중,665000
아이폰13 512GB,아이폰13,기본,512GB,상,1034000
아이폰12 프로 512GB,아이폰12,프로,512GB,중,750000
아이폰13 프로 256GB,아이폰13,프로,256GB,중,960000
아이폰11프로 64GB,아이폰11,프로,64GB,중,350000
아이폰11 128GB,아이폰11,기본,128GB,중,360000
아이폰11 64GB,아이폰11,기본,64GB,중,290000
아이폰11 64GB,아이폰11,기본,64GB,중,290000
아이폰12 128GB,아이폰12,기본,128GB,중,380000
아이폰11프로 256GB,아이폰11,프로,256GB,상,579000
아이폰12 프로 맥스 128GB,아이폰12,프로맥스,128GB,중,720000
아이폰7 32GB,아이폰7,기본,32GB,상,137000
아이폰X 64GB,아이폰X,기본,64GB,중,230000
아이폰12 64GB,아이폰12,기본,64GB,중,430000
아이폰12 프로 128GB,아이폰12,프로,128GB,중,570000
아이폰Xs 맥스 64GB,아이폰xs,맥스,64GB,중,337000
아이폰12 미니 128GB,아이폰12,미니,128GB,중,340000
아이폰12 프로 맥스 128GB,아이폰12,프로맥스,128GB,상,850000
아이폰12 프로 맥스 128GB,아이폰12,프로맥스,128GB,중,730000
아이폰12 미니 128GB,아이폰12,미니,128GB,중,390000
아이폰12 미니 128GB,아이폰12,미니,128GB,중,380000
아이폰12 프로 128GB,아이폰12,프로,128GB,중,674000
아이폰12 128GB,아이폰12,기본,128GB,상,579000
아이폰11프로 64GB,아이폰11,프로,64GB,중,360000
아이폰12 프로 128GB,아이폰12,프로,128GB,중,640000
아이폰13 256GB,아이폰13,기본,256GB,상,769000
아이폰13 프로 맥스 128GB,아이폰13,프로맥스,128GB,중,1106000
아이폰12 미니 64GB,아이폰12,미니,64GB,중,327000
아이폰7 128GB,아이폰7,기본,128GB,상,160000
아이폰8 64GB,아이폰8,기본,64GB,상,210000
아이폰12 128GB,아이폰12,기본,128GB,중,579000
아이폰12 미니 128GB,아이폰12,미니,128GB,상,440000
아이폰12 미니 64GB,아이폰12,미니,64GB,중,355000
아이폰12 미니 128GB,아이폰12,미니,128GB,중,355000
아이폰11프로 64GB,아이폰11,프로,64GB,중,402000
아이폰12 미니 64GB,아이폰12,미니,64GB,중,355000
아이폰12 미니 64GB,아이폰12,미니,64GB,중,327000
아이폰12 미니 64GB,아이폰12,미니,64GB,중,327000
아이폰12 미니 128GB,아이폰12,미니,128GB,중,420000
아이폰XR 64GB,아이폰xr,기본,64GB,중,243000
아이폰12 미니 64GB,아이폰12,미니,64GB,중,355000
아이폰7 32GB,아이폰7,기본,32GB,상,137000
아이폰12 미니 128GB,아이폰12,미니,128GB,중,379000
아이폰7 128GB,아이폰7,기본,128GB,중,137000
아이폰12 미니 128GB,아이폰12,미니,128GB,하,390000
아이폰12 128GB,아이폰12,기본,128GB,중,569000
아이폰XR 64GB,아이폰xr,기본,64GB,중,295000
아이폰X 64GB,아이폰X,기본,64GB,중,180000
아이폰12 프로 256GB,아이폰12,프로,256GB,상,647000
아이폰12 프로 256GB,아이폰12,프로,256GB,상,659000
아이폰13 미니 512GB,아이폰13,미니,512GB,상,842000
아이폰12 프로 맥스 512GB,아이폰12,프로맥스,512GB,상,1120000
아이폰13 미니 256GB,아이폰13,미니,256GB,중,580000
아이폰11 128GB,아이폰11,기본,128GB,중,350000
아이폰12 프로 128GB,아이폰12,프로,128GB,상,830000
아이폰SE (2020) 256GB,아이폰SE,2020,256GB,하,150000
아이폰SE (2020) 64GB,아이폰SE,2020,64GB,중,190000
아이폰12 128GB,아이폰12,기본,128GB,상,550000
아이폰12 미니 128GB,아이폰12,미니,128GB,중,430000
아이폰12 256GB,아이폰12,기본,256GB,중,550000
아이폰12 미니 128GB,아이폰12,미니,128GB,중,390000
아이폰11 128GB,아이폰11,기본,128GB,상,380000
아이폰11 64GB,아이폰11,기본,64GB,중,320000
아이폰12 128GB,아이폰12,기본,128GB,중,500000
아이폰12 미니 256GB,아이폰12,미니,256GB,중,490000
아이폰13 프로 맥스 256GB,아이폰13,프로맥스,256GB,중,1100000
아이폰XR 128GB,아이폰xr,기본,128GB,중,240000
아이폰8플러스 64GB,아이폰8,플러스,64GB,중,200000
아이폰12 미니 128GB,아이폰12,미니,128GB,상,490000
아이폰Xs 512GB,아이폰xs,기본,512GB,하,274000
아이폰12 프로 맥스 256GB,아이폰12,프로맥스,256GB,중,850000
아이폰12 128GB,아이폰12,기본,128GB,하,485000
아이폰7 32GB,아이폰7,기본,32GB,중,91000
아이폰SE (2022) 64GB,아이폰SE,2022,64GB,중,306000
아이폰SE (2022) 256GB,아이폰SE,2022,256GB,상,558000
아이폰12 미니 128GB,아이폰12,미니,128GB,하,295000
아이폰Xs 맥스 64GB,아이폰xs,맥스,64GB,하,295000
아이폰13 미니 128GB,아이폰13,미니,128GB,중,485000
아이폰12 미니 128GB,아이폰12,미니,128GB,중,348000
아이폰12 미니 128GB,아이폰12,미니,128GB,중,348000
아이폰11 128GB,아이폰11,기본,128GB,중,369000
아이폰12 프로 128GB,아이폰12,프로,128GB,상,600000
아이폰11 64GB,아이폰11,기본,64GB,중,409000
아이폰12 프로 256GB,아이폰12,프로,256GB,상,720000
아이폰12 프로 256GB,아이폰12,프로,256GB,중,664000
아이폰11프로 256GB,아이폰11,프로,256GB,상,530000
아이폰12 프로 512GB,아이폰12,프로,512GB,중,700000
아이폰12 미니 64GB,아이폰12,미니,64GB,중,285000
아이폰12 프로 128GB,아이폰12,프로,128GB,하,474000
아이폰14 256GB,아이폰14,기본,256GB,상,1050000
아이폰11 256GB,아이폰11,기본,256GB,상,350000
아이폰13 미니 128GB,아이폰13,미니,128GB,상,625000
아이폰12 미니 64GB,아이폰12,미니,64GB,중,360000
아이폰SE (2020) 64GB,아이폰SE,2020,64GB,중,250000
아이폰7 128GB,아이폰7,기본,128GB,상,129000
아이폰8 64GB,아이폰8,기본,64GB,중,190000
아이폰8 64GB,아이폰8,기본,64GB,중,180000
아이폰13 프로 128GB,아이폰13,프로,128GB,상,939000
아이폰12 프로 128GB,아이폰12,프로,128GB,중,640000
아이폰XR 128GB,아이폰xr,기본,128GB,중,265000
아이폰12 미니 128GB,아이폰12,미니,128GB,중,390000
아이폰XR 64GB,아이폰xr,기본,64GB,중,245000
아이폰XR 64GB,아이폰xr,기본,64GB,중,208000
아이폰XR 128GB,아이폰xr,기본,128GB,중,243000
아이폰12 64GB,아이폰12,기본,64GB,중,423000
아이폰SE (2020) 64GB,아이폰SE,2020,64GB,중,210000
아이폰12 프로 256GB,아이폰12,프로,256GB,중,570000
아이폰12 256GB,아이폰12,기본,256GB,중,630000
아이폰12 64GB,아이폰12,기본,64GB,중,520000
아이폰12 64GB,아이폰12,기본,64GB,중,460000
아이폰12 프로 128GB,아이폰12,프로,128GB,중,690000
아이폰12 미니 128GB,아이폰12,미니,128GB,중,410000
아이폰7 32GB,아이폰7,기본,32GB,중,150000
아이폰12 미니 64GB,아이폰12,미니,64GB,중,422000
아이폰11 128GB,아이폰11,기본,128GB,중,330000
아이폰11프로 64GB,아이폰11,프로,64GB,하,310000
아이폰12 프로 맥스 128GB,아이폰12,프로맥스,128GB,상,740000
아이폰12 64GB,아이폰12,기본,64GB,중,420000
아이폰11프로맥스 512GB,아이폰11,프로맥스,512GB,상,800000
아이폰12 미니 256GB,아이폰12,미니,256GB,상,460000
아이폰SE (2020) 128GB,아이폰SE,2020,128GB,중,139000
아이폰12 프로 128GB,아이폰12,프로,128GB,중,596000
아이폰Xs 맥스 512GB,아이폰xs,맥스,512GB,중,336000
아이폰13 미니 128GB,아이폰13,미니,128GB,중,686000
아이폰13 프로 맥스 256GB,아이폰13,프로맥스,256GB,중,1196000
아이폰12 프로 128GB,아이폰12,프로,128GB,중,635000
아이폰13 프로 맥스 1TB,아이폰13,프로맥스,1TB,상,1369000
아이폰13 프로 맥스 1TB,아이폰13,프로맥스,1TB,상,1527000
아이폰13 프로 맥스 256GB,아이폰13,프로맥스,256GB,중,1180000
아이폰Xs 64GB,아이폰xs,기본,64GB,중,180000
아이폰12 프로 맥스 512GB,아이폰12,프로맥스,512GB,중,890000
아이폰12 프로 256GB,아이폰12,프로,256GB,중,685000
아이폰12 프로 맥스 128GB,아이폰12,프로맥스,128GB,중,800000
아이폰12 미니 64GB,아이폰12,미니,64GB,하,200000
아이폰11 128GB,아이폰11,기본,128GB,중,316000
아이폰12 64GB,아이폰12,기본,64GB,중,442000
아이폰12 프로 맥스 256GB,아이폰12,프로맥스,256GB,하,832000
아이폰XR 128GB,아이폰xr,기본,128GB,상,369000
아이폰SE (2020) 128GB,아이폰SE,2020,128GB,상,210000
아이폰12 프로 128GB,아이폰12,프로,128GB,상,540000
아이폰12 미니 128GB,아이폰12,미니,128GB,상,450000
아이폰12 64GB,아이폰12,기본,64GB,중,380000
아이폰Xs 256GB,아이폰xs,기본,256GB,중,258000
아이폰12 미니 128GB,아이폰12,미니,128GB,상,440000
아이폰8 64GB,아이폰8,기본,64GB,중,180000
아이폰13 프로 맥스 512GB,아이폰13,프로맥스,512GB,상,1310000
아이폰12 128GB,아이폰12,기본,128GB,상,519000
아이폰12 64GB,아이폰12,기본,64GB,중,394000
아이폰12 미니 64GB,아이폰12,미니,64GB,중,280000
아이폰12 미니 256GB,아이폰12,미니,256GB,중,370000
아이폰12 미니 128GB,아이폰12,미니,128GB,상,410000
아이폰8 64GB,아이폰8,기본,64GB,중,149000
아이폰12 프로 맥스 128GB,아이폰12,프로맥스,128GB,중,710000
아이폰12 프로 256GB,아이폰12,프로,256GB,중,620000
아이폰11프로맥스 256GB,아이폰11,프로맥스,256GB,상,630000
아이폰7 32GB,아이폰7,기본,32GB,중,110000
아이폰12 프로 맥스 128GB,아이폰12,프로맥스,128GB,중,685000
아이폰12 128GB,아이폰12,기본,128GB,중,540000
아이폰11 64GB,아이폰11,기본,64GB,중,330000
아이폰11 64GB,아이폰11,기본,64GB,하,239000
아이폰12 미니 256GB,아이폰12,미니,256GB,중,405000
아이폰12 프로 128GB,아이폰12,프로,128GB,중,640000
아이폰12 프로 맥스 128GB,아이폰12,프로맥스,128GB,중,699000
아이폰11프로맥스 64GB,아이폰11,프로맥스,64GB,중,480000
아이폰11프로 64GB,아이폰11,프로,64GB,상,420000
아이폰12 미니 64GB,아이폰12,미니,64GB,중,270000
아이폰7플러스 128GB,아이폰7,플러스,128GB,상,225000
아이폰X 64GB,아이폰X,기본,64GB,중,265000
아이폰12 프로 맥스 256GB,아이폰12,프로맥스,256GB,상,910000
아이폰11프로 64GB,아이폰11,프로,64GB,상,410000
아이폰11 128GB,아이폰11,기본,128GB,상,380000
